data_format,development_key,status,year_completed,clue_small_area,clue_block,street_address,property_id,property_id_2,property_id_3,property_id_4,property_id_5,floors_above,resi_dwellings,studio_dwe,one_bdrm_dwe,two_bdrm_dwe,three_bdrm_dwe,student_apartments,student_beds,student accommodation units,institutional_accom_beds,hotel_rooms,serviced_apartments,hotels_serviced_apartments,hostel_beds,childcare_places,office_flr,retail_flr,industrial_flr,storage_flr,education_flr,hospital_flr,recreation_flr,publicdispaly_flr,community_flr,car_spaces,bike_spaces,town_planning_application_no,longitude,latitude,Location 1
Post May 16,X000064,APPROVED,,Melbourne (CBD),27,57-63 Exhibition Street MELBOURNE VIC 3000,103596,,,,,68,344,0,215,129,0,0,0,0,0,214,0,214,0,0,553,0,0,0,0,0,0,0,0,20,0,TPM-2014-43,144.9713122,-37.81460244,POINT (144.9713122 -37.81460244)
Post May 16,X001228,APPROVED,,Melbourne (CBD),18,26-30 Flinders Street MELBOURNE VIC 3000,104033,,,,,29,66,0,16,36,14,0,0,0,0,77,0,77,0,0,0,0,0,0,0,0,0,0,0,0,51,TP-2015-568,144.9735898,-37.81528537,POINT (144.9735898 -37.81528537)
Post May 16,X001543,APPROVED,,North Melbourne,378,87-89 Flemington Road NORTH MELBOURNE VIC 3051,103821,,,,,19,59,0,13,46,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,TP-2016-378,144.9529869,-37.79866466,POINT (144.9529869 -37.79866466)
Post May 16,X001546,APPROVED,,Kensington,"2,530",The Quiet Man Hotel 265-271 Racecourse Road KENSINGTON VIC 3031,616160,,,,,9,46,0,8,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,TP-2016-797,144.9323654,-37.78861164,POINT (144.9323654 -37.78861164)
Post May 16,X001558,APPROVED,,West Melbourne (Residential),440,101-107 Rosslyn Street WEST MELBOURNE VIC 3003,108410,,,,,10,49,0,0,27,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,36,TP-2016-637,144.9509761,-37.80881436,POINT (144.95097610000002 -37.80881436)
Post May 16,X0001614,APPROVED,,Port Melbourne,774,351-387 Ingles Street PORT MELBOURNE VIC 3207,110860,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560,0,0,0,0,0,0,0,0,0,TP-2016-1000,144.9336175,-37.82345847,POINT (144.9336175 -37.82345847)
Post May 16,X0001622,APPROVED,,Carlton,255,121-131 Cardigan Street CARLTON VIC 3053,101604,,,,,10,122,0,0,45,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,96,TP-2016-1047,144.964453,-37.80363215,POINT (144.964453 -37.80363215)
Post May 16,X0001631,APPROVED,,Carlton,212,482-492 Drummond Street CARLTON VIC 3053,654970,,,,,13,106,0,55,22,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,16,TPM-2017-2,144.9701294,-37.7940079,POINT (144.9701294 -37.7940079)
Post May 16,X0001647,APPROVED,,North Melbourne,342,143-149 Abbotsford Street NORTH MELBOURNE VIC 3051,100010,,,,,4,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,TP-2017-143,144.9449684,-37.80396555,POINT (144.9449684 -37.80396555)
Post May 16,X0002204,APPROVED,,Melbourne (CBD),84,293-299 La Trobe Street MELBOURNE VIC 3000,105449,105450,,,,67,353,0,100,237,16,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,41,0,TPM-2015-11/A,144.9605088,-37.81081449,POINT (144.9605088 -37.81081449)
Post May 16,X001299,APPROVED,,Southbank,815,268-270 City Road SOUTHBANK VIC 3006,110391,,,,,57,475,0,213,204,58,0,0,0,0,0,0,0,0,0,201,173,0,0,0,0,0,0,0,215,263,TPM-2015-32,144.9593463,-37.82606937,POINT (144.9593463 -37.82606937)
Post May 16,X0001604,APPROVED,,West Melbourne (Residential),412,17-37 Abbotsford Street WEST MELBOURNE VIC 3003,100002,,,,,11,182,0,44,113,25,0,0,0,0,0,0,0,0,0,217,461,0,0,0,0,0,0,0,248,42,TP-2016-970,144.9434178,-37.80717803,POINT (144.9434178 -37.80717803)
Post May 16,X0001605,APPROVED,,West Melbourne (Residential),412,17-37 Abbotsford Street WEST MELBOURNE VIC 3003,100002,,,,,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2016-970,144.9434178,-37.80717803,POINT (144.9434178 -37.80717803)
Post May 16,X0001606,APPROVED,,West Melbourne (Residential),412,17-37 Abbotsford Street WEST MELBOURNE VIC 3003,100002,,,,,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2016-970,144.9434178,-37.80717803,POINT (144.9434178 -37.80717803)
Post May 16,X0001607,APPROVED,,West Melbourne (Residential),412,17-37 Abbotsford Street WEST MELBOURNE VIC 3003,100002,,,,,4,18,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2016-970,144.9434178,-37.80717803,POINT (144.9434178 -37.80717803)
Post May 16,X0001626,APPROVED,,Melbourne (CBD),31,582-606 Collins Street MELBOURNE VIC 3000,102110,,,,,51,148,0,12,58,78,0,0,0,0,194,0,194,0,0,"1,779","5,818",0,0,0,0,0,200,0,142,148,TPM-2016-7/A,144.9549436,-37.81850408,POINT (144.9549436 -37.81850408)
Post May 16,X0001627,APPROVED,,Melbourne (CBD),62,Great Western Hotel 204-208 King Street MELBOURNE VIC 3000,105384,,,,,26,54,0,13,41,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,4,18,TP-2016-1105,144.9554834,-37.81521185,POINT (144.9554834 -37.81521185)
Post May 16,X001324,APPROVED,,Southbank,734,51-65 Clarke Street SOUTHBANK VIC 3006,110463,,,,,74,462,0,116,318,28,0,0,0,0,112,0,112,0,0,0,"1,541",0,0,0,0,0,0,0,120,327,TPM-2016-4,144.959727,-37.82731922,POINT (144.959727 -37.82731922)
Post May 16,X001342,APPROVED,,Melbourne (CBD),84,274-278 Little Lonsdale Street MELBOURNE VIC 3000,106045,,,,,32,0,0,0,0,0,0,0,0,0,181,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2016-290,144.9611832,-37.81117946,POINT (144.9611832 -37.81117946)
Post May 16,X001366,APPROVED,,North Melbourne,377,48-50 Villiers Street NORTH MELBOURNE VIC 3051,109861,,,,,9,15,0,4,10,1,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,14,16,TP-2016-29,144.9535483,-37.79947534,POINT (144.9535483 -37.79947534000001)
Post May 16,X001219,APPROVED,,Melbourne (CBD),51,640-652 Bourke Street MELBOURNE VIC 3000,101168,,,,,67,818,0,389,411,18,0,0,0,0,0,0,0,0,90,"1,084",613,0,0,0,0,0,0,0,196,485,TPM-2015-26,144.9544085,-37.81617703,POINT (144.9544085 -37.81617703)
Post May 16,X000721,APPROVED,,Southbank,730,334-342 City Road SOUTHBANK VIC 3006,110401,110402,,,,58,422,0,137,275,10,0,0,0,0,110,0,110,0,0,0,193,0,0,0,0,0,0,0,154,315,TPM-2014-24,144.9573511,-37.82783763,POINT (144.9573511 -37.82783763)
Post May 16,X001171,APPROVED,,Southbank,730,57-59 Haig Street SOUTHBANK VIC 3006,110471,,,,,44,248,0,120,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,TPM-2013-2/A,144.9569791,-37.82758017,POINT (144.9569791 -37.82758017)
Post May 16,X001538,APPROVED,,West Melbourne (Residential),443,419-421 Spencer Street WEST MELBOURNE VIC 3003,108849,108848,,,,22,181,0,17,147,17,0,0,0,0,0,0,0,0,0,443,555,0,0,0,0,0,0,0,115,76,TP-2016-722,144.949803,-37.81073685,POINT (144.949803 -37.81073685)
Post May 16,X0001610,APPROVED,,Southbank,747,83-89 Coventry Street SOUTHBANK VIC 3006,110447,,,,,20,143,0,32,108,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,130,TP-2016-981,144.9672054,-37.83020149,POINT (144.9672054 -37.83020149)
Post May 16,X001404,APPROVED,,Melbourne (CBD),95,17-27 Little La Trobe Street MELBOURNE VIC 3000,694605,105979,105486,,,40,0,0,0,0,0,0,329,329,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,TPM-2012-2/A,144.9631455,-37.80951036,POINT (144.9631455 -37.80951036)
Post May 16,X001413,APPROVED,,Melbourne (CBD),18,32-44 Flinders Street MELBOURNE VIC 3000,111072,,,,,56,595,0,248,250,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,216,TPM-2015-1,144.9731856,-37.81537465,POINT (144.9731856 -37.81537465)
Post May 16,X001195,APPROVED,,Melbourne (CBD),18,32-44 Flinders Street MELBOURNE VIC 3000,111072,,,,,11,30,0,0,20,10,0,0,0,0,0,0,0,0,0,0,"1,327",0,0,0,0,0,0,0,0,0,TPM-2015-1,144.9731856,-37.81537465,POINT (144.9731856 -37.81537465)
Post May 16,X001323,APPROVED,,Southbank,812,71-75 City Road SOUTHBANK VIC 3006,110357,110358,110359,110360,,49,592,0,252,208,132,0,0,0,0,0,0,0,0,0,422,543,0,0,0,0,0,0,0,266,391,TPM-2015-37,144.9656151,-37.82232878,POINT (144.9656151 -37.82232878)
Post May 16,X001330,APPROVED,,Southbank,807,84-90 Queens Bridge Street SOUTHBANK VIC 3006,108056,,,,,61,252,0,27,176,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0,TPM-2013-30/A,144.9599268,-37.8249868,POINT (144.9599268 -37.8249868)
Post May 16,X001336,APPROVED,,Southbank,812,63-65 City Road SOUTHBANK VIC 3006,110355,,,,,31,0,0,0,0,0,0,0,0,0,270,0,270,0,0,0,440,0,0,"1,895",0,0,0,0,0,69,TP-2015-1210,144.9658443,-37.82222493,POINT (144.9658443 -37.82222493)
Post May 16,X001349,APPROVED,,Carlton,260,696-708 Elizabeth Street MELBOURNE VIC 3000,103261,,,,,22,80,0,61,19,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,25,TP-2016-240,144.9580698,-37.80210503,POINT (144.9580698 -37.80210503)
Post May 16,X001235,APPROVED,,North Melbourne,317,36-58 Macaulay Road NORTH MELBOURNE VIC 3051,106337,,,,,13,132,0,24,108,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,176,170,TP-2015-533,144.942986,-37.79861103,POINT (144.942986 -37.79861103)
Post May 16,X001405,APPROVED,,North Melbourne,317,36-58 Macaulay Road NORTH MELBOURNE VIC 3051,106337,,,,,10,45,0,13,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2015-533,144.942986,-37.79861103,POINT (144.942986 -37.79861103)
Post May 16,X000831,APPROVED,,Port Melbourne,778,150-160 Turner Street PORT MELBOURNE VIC 3207,110554,,,,,31,361,0,123,238,0,0,0,0,0,0,0,0,0,0,240,"1,221",0,0,0,0,0,0,0,252,478,TPM-2013-15,144.9311547,-37.82452027,POINT (144.9311547 -37.82452027)
Post May 16,X001130,APPROVED,,Docklands,"1,110",277-321 Footscray Road DOCKLANDS VIC 3008,608589,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,800",0,0,0,0,0,0,0,0,0,0,TPD-2003-5,144.9403949,-37.81179792,POINT (144.9403949 -37.81179792)
Post May 16,X001132,APPROVED,,Docklands,"1,110",277-321 Footscray Road DOCKLANDS VIC 3008,608589,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,800",0,0,0,0,0,0,0,0,0,0,TPD-2003-5,144.9403949,-37.81179792,POINT (144.9403949 -37.81179792)
Post May 16,X001569,APPROVED,,Carlton,256,100-102 Bouverie Street CARLTON VIC 3053,101268,,,,,10,24,0,19,5,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,3,24,TP-2015-273/A,144.9621365,-37.80406953,POINT (144.96213650000004 -37.80406953)
Post May 16,X001575,APPROVED,,North Melbourne,377,20-24 Vale Street NORTH MELBOURNE VIC 3051,533326,,,,,8,10,0,6,4,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,7,TP-2011-202/B,144.9535831,-37.79969081,POINT (144.9535831 -37.79969081)
Post May 16,X001580,APPROVED,,West Melbourne (Residential),402,513-521 Victoria Street WEST MELBOURNE VIC 3003,109153,,,,,6,26,0,6,20,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,19,28,TP-2016-426,144.9423603,-37.80461966,POINT (144.9423603 -37.80461966)
Post May 16,X001583,APPROVED,,Carlton,255,152-154 Queensberry Street CARLTON VIC 3053,108030,,,,,13,10,0,4,6,0,0,0,0,0,0,64,64,0,0,0,84,0,0,0,0,0,0,0,8,15,TP-2013-736/A,144.9638675,-37.80433097,POINT (144.9638675 -37.80433097)
Post May 16,X0001601,APPROVED,,Melbourne (CBD),87,9-11 Exploration Lane MELBOURNE VIC 3000,103629,,,,,34,59,0,1,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2013-960/A,144.9681492,-37.80911093,POINT (144.9681492 -37.80911093)
Post May 16,X001365,APPROVED,,Melbourne (CBD),63,Lonsdale Central Apartments 439-445 Lonsdale Street MELBOURNE VIC 3000,105709,,,,,5,41,0,39,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,TP-2015-1072,144.9594389,-37.81344257,POINT (144.9594389 -37.81344257)
Post May 16,X001367,APPROVED,,Port Melbourne,787,36-38 Cook Street PORT MELBOURNE VIC 3207,640575,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,071",0,0,0,0,0,0,0,21,0,TP-2016-292,144.9157982,-37.83093016,POINT (144.9157982 -37.83093016)
Post May 16,X001368,APPROVED,,Melbourne (CBD),36,209-221 Little Collins Street MELBOURNE VIC 3000,105917,,,,,10,0,0,0,0,0,0,0,0,0,64,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2015-899,144.9670805,-37.81446448,POINT (144.9670805 -37.81446448)
Post May 16,X001380,APPROVED,,North Melbourne,333,618-622 Queensberry Street NORTH MELBOURNE VIC 3051,107971,,,,,3,8,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,TP-2015-1207,144.9468137,-37.80249054,POINT (144.9468137 -37.80249054)
Post May 16,X001382,APPROVED,,Melbourne (CBD),17,133-135 Flinders Lane MELBOURNE VIC 3000,103928,,,,,7,2,0,0,2,0,0,0,0,0,0,0,0,0,0,383,237,0,0,0,0,0,0,0,0,0,TP-2015-1165,144.9701587,-37.81573912,POINT (144.9701587 -37.81573912)
Post May 16,X001386,APPROVED,,Melbourne (CBD),31,582-606 Collins Street MELBOURNE VIC 3000,102110,,,,,54,420,0,72,286,62,0,0,0,0,0,0,0,0,0,"5,604","9,510",0,0,0,0,0,0,0,175,336,TPM-2016-7,144.9549436,-37.81850408,POINT (144.9549436 -37.81850408)
Post May 16,X000478,APPROVED,,North Melbourne,342,151-153 Abbotsford Street NORTH MELBOURNE VIC 3051,100011,,,,,5,17,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,TP-2010-941,144.9449929,-37.80382968,POINT (144.9449929 -37.80382968)
Post May 16,X000131,APPROVED,,Melbourne (CBD),53,468-470 Bourke Street MELBOURNE VIC 3000,101181,,,,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,764",0,0,0,0,0,0,0,0,0,0,TP-2009-922,144.9596951,-37.81469626,POINT (144.9596951 -37.81469626)
Post May 16,X001226,APPROVED,,Melbourne (CBD),84,293-299 La Trobe Street MELBOURNE VIC 3000,105449,105450,,,,62,370,0,110,236,24,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,61,168,TPM-2015-11,144.9605088,-37.81081449,POINT (144.9605088 -37.81081449)
Post May 16,X001247,APPROVED,,Carlton,245,86-94 Pelham Street CARLTON VIC 3053,107554,,,,,8,55,0,24,18,13,0,0,0,0,0,0,0,0,0,622,0,0,0,0,0,0,0,0,73,37,TP-2015-742,144.9648346,-37.80230863,POINT (144.9648346 -37.80230863)
Post May 16,X000356,APPROVED,,Carlton,220,52-54 Rathdowne Street CARLTON VIC 3053,108252,,,,,4,32,26,4,2,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,4,22,TP-2010-630,144.9705524,-37.79924663,POINT (144.9705524 -37.79924663)
Post May 16,X001018,APPROVED,,Docklands,"1,102",208-226 Harbour Esplanade DOCKLANDS VIC 3008,588807,,,,,25,153,0,102,51,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,406,137,TPD-2013-22,144.9451755,-37.81318536,POINT (144.9451755 -37.81318536)
Post May 16,X001414,APPROVED,,Docklands,"1,102",208-226 Harbour Esplanade DOCKLANDS VIC 3008,588807,,,,,14,108,0,90,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPD-2013-22,144.9451755,-37.81318536,POINT (144.9451755 -37.81318536)
Post May 16,X001204,APPROVED,,North Melbourne,"2,384",15-17 Racecourse Road NORTH MELBOURNE VIC 3051,617693,,,,,10,37,0,22,15,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,42,79,TP-2015-191,144.9413307,-37.78978158,POINT (144.9413307 -37.78978158)
Post May 16,X001419,APPROVED,,North Melbourne,"2,384",15-17 Racecourse Road NORTH MELBOURNE VIC 3051,617693,,,,,10,35,0,21,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TP-2015-191,144.9413307,-37.78978158,POINT (144.9413307 -37.78978158)
Post May 16,X001021,APPROVED,,Docklands,"1,102",994 La Trobe Street DOCKLANDS VIC 3008,631645,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPD-2010-12,144.9465325,-37.8139772,POINT (144.9465325 -37.8139772)
Post May 16,X001168,APPROVED,,Southbank,730,65-73 Haig Street SOUTHBANK VIC 3006,110473,,,,,56,361,0,134,227,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,TPM-2014-47,144.9565613,-37.82788331,POINT (144.9565613 -37.82788331)
Post May 16,X001244,APPROVED,,Southbank,748,22-24 Wells Place SOUTHBANK VIC 3006,110651,,,,,20,32,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,16,TP-2015-587,144.9697405,-37.82960819,POINT (144.9697405 -37.82960819)
Post May 16,X001577,APPROVED,,Port Melbourne,787,12-18 Cook Street PORT MELBOURNE VIC 3207,640583,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,0,0,0,0,0,0,TP-2013-498/B,144.9139679,-37.83210423,POINT (144.9139679 -37.83210423)
Post May 16,X000898,APPROVED,,Southbank,802,158-164 City Road SOUTHBANK VIC 3006,110382,,,,,44,449,0,311,138,0,0,0,0,0,0,0,0,0,0,172,"1,640",0,0,0,0,0,0,0,275,0,TPM-2010-8,144.9623445,-37.82337644,POINT (144.9623445 -37.82337644)
Post May 16,X000741,APPROVED,,Southbank,736,63-83 Kings Way SOUTHBANK VIC 3006,110441,,,,,42,254,0,134,97,23,0,0,0,0,0,57,57,0,0,0,235,0,0,0,0,0,0,0,217,149,TPM-2009-16,144.9618144,-37.82681179,POINT (144.9618144 -37.82681179)
Post May 16,X000732,APPROVED,,Southbank,734,11-13 Hancock Street SOUTHBANK VIC 3006,110458,,,,,33,58,0,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,TP-2013-424,144.960126,-37.82763134,POINT (144.960126 -37.82763134)
Post May 16,X000729,APPROVED,,Southbank,732,54 Clarke Street SOUTHBANK VIC 3006,110466,,,,,72,268,0,46,222,0,0,0,0,0,0,0,0,0,0,272,0,0,0,0,0,270,0,0,202,67,TPM-2013-13,144.9591642,-37.82755227,POINT (144.9591642 -37.82755227)
Post May 16,X000724,APPROVED,,Southbank,730,57-59 Haig Street SOUTHBANK VIC 3006,110471,,,,,38,249,0,144,105,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,143,82,TPM-2013-2,144.9569791,-37.82758017,POINT (144.9569791 -37.82758017)
Post May 16,X000894,APPROVED,,Southbank,801,64-78 City Road SOUTHBANK VIC 3006,570659,,,,,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,939",0,0,0,0,0,0,0,0,0,16,TP-2013-831,144.9651292,-37.8217528,POINT (144.9651292 -37.8217528)
Post May 16,X000902,APPROVED,,Southbank,802,25-29 Queens Bridge Street SOUTHBANK VIC 3006,589479,,,,,71,586,0,136,450,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,278,172,TPM-2011-43,144.9615694,-37.82259129,POINT (144.9615694 -37.82259129)
Post May 16,X000905,APPROVED,,Southbank,802,38 Freshwater Place SOUTHBANK VIC 3006,613005,589480,,,,70,496,0,224,192,80,0,0,0,0,350,0,350,0,0,0,"1,300",0,0,0,0,0,0,0,480,171,TPM-2014-2,144.962093,-37.82304907,POINT (144.962093 -37.82304907)
Post May 16,X000920,APPROVED,,Southbank,809,132-136 Kavanagh Street SOUTHBANK VIC 3006,636830,,,,,25,258,0,143,108,7,0,0,0,0,0,0,0,0,0,825,0,0,0,0,0,739,0,0,146,167,TPM-2012-31,144.9612079,-37.82615091,POINT (144.9612079 -37.82615091)
Post May 16,X001362,APPROVED,,West Melbourne (Residential),432,52-60 Chetwynd Street WEST MELBOURNE VIC 3003,101964,,,,,5,36,3,8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,24,TP-2015-952,144.9524638,-37.80663176,POINT (144.95246380000003 -37.80663176)
Post May 16,X001364,APPROVED,,Melbourne (CBD),95,62-64 Little La Trobe Street MELBOURNE VIC 3000,105983,,,,,13,12,0,0,12,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,12,TP-2015-1050,144.9618907,-37.80940166,POINT (144.9618907 -37.80940166)
Post May 16,X001385,APPROVED,,Melbourne (CBD),105,24-46 A'Beckett Street MELBOURNE VIC 3000,100172,,,,,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,721",472,0,0,"11,754",0,"1,995",0,0,0,206,TPM-2016-3,144.9620436,-37.80857184,POINT (144.9620436 -37.80857184)
Post May 16,X001391,APPROVED,,Southbank,730,334-342 City Road SOUTHBANK VIC 3006,110401,,,,,40,202,0,57,135,10,0,0,0,0,0,110,110,0,0,0,319,0,0,0,0,0,0,0,117,314,TPM-2014-24/A,144.9573511,-37.82783763,POINT (144.9573511 -37.82783763)
Post May 16,X000146,APPROVED,,Melbourne (CBD),58,20-30 Bourke Street MELBOURNE VIC 3000,101233,,,,,8,0,0,0,0,0,0,0,0,0,78,0,78,0,0,0,0,0,0,0,0,0,0,0,46,15,TP-2014-64,144.9721526,-37.811187,POINT (144.9721526 -37.811187)
Post May 16,X001205,APPROVED,,Carlton,256,100-102 Bouverie Street CARLTON VIC 3053,101268,,,,,13,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,3,28,TP-2015-273,144.9621365,-37.80406953,POINT (144.96213650000004 -37.80406953)
Post May 16,X000040,APPROVED,,Melbourne (CBD),21,539-557 Collins Street MELBOURNE VIC 3000,102105,,,,,46,624,0,208,369,47,0,0,0,0,300,0,300,0,0,"11,280",160,0,0,0,0,0,0,0,203,0,TPM-2014-36,144.9563523,-37.81879656,POINT (144.9563523 -37.81879656)
Post May 16,X000320,APPROVED,,Docklands,131,7-23 Spencer Street DOCKLANDS VIC 3008,103975,,,,,25,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770,0,0,0,0,0,0,0,461,0,TPM-2014-35,144.9547511,-37.82197918,POINT (144.9547511 -37.82197918)
Post May 16,X000321,APPROVED,,Docklands,131,7-23 Spencer Street DOCKLANDS VIC 3008,103975,,,,,27,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPM-2014-35,144.9547511,-37.82197918,POINT (144.9547511 -37.82197918)
Post May 16,X000322,APPROVED,,Docklands,131,7-23 Spencer Street DOCKLANDS VIC 3008,103975,,,,,35,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,TPM-2014-35,144.9547511,-37.82197918,POINT (144.9547511 -37.82197918)
Post May 16,X000323,APPROVED,,Docklands,131,7-23 Spencer Street DOCKLANDS VIC 3008,103975,,,,,35,356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPM-2014-35,144.9547511,-37.82197918,POINT (144.9547511 -37.82197918)
Post May 16,X000206,APPROVED,,Melbourne (CBD),81,295-305 King Street MELBOURNE VIC 3000,105319,105320,,,,64,422,0,208,182,32,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0,0,0,140,290,TPM-2014-44,144.9539508,-37.81340639,POINT (144.9539508 -37.81340639)
Post May 16,X001236,APPROVED,,Melbourne (CBD),42,140-146 King Street MELBOURNE VIC 3000,105391,,,,,59,271,0,109,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,81,TPM-2015-13,144.9562757,-37.81673558,POINT (144.9562757 -37.81673558)
Post May 16,X001287,APPROVED,,Melbourne (CBD),95,212-222 La Trobe Street MELBOURNE VIC 3000,694605,105486,105979,,,55,0,0,0,0,0,0,498,498,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,20,168,TPM-2012-2/A,144.9631455,-37.80951036,POINT (144.9631455 -37.80951036)
Post May 16,X000189,APPROVED,,Melbourne (CBD),74,272-282 Queen Street MELBOURNE VIC 3000,108094,,,,,78,589,0,242,300,47,0,0,0,0,0,0,0,0,0,"1,400",322,0,0,0,0,0,0,0,130,180,TPM-2014-46,144.9597954,-37.81207877,POINT (144.9597954 -37.81207877)
Post May 16,X001268,APPROVED,,Carlton,215,391-395 Rathdowne Street CARLTON VIC 3053,108195,,,,,5,7,0,0,2,5,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,TP-2015-583,144.9702949,-37.79707322,POINT (144.97029490000003 -37.79707322)
Post May 16,X001176,APPROVED,,North Melbourne,317,3 Shiel Street NORTH MELBOURNE VIC 3051,108696,108697,,,,8,69,0,27,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,44,TP-2014-1068,144.9438092,-37.79815174,POINT (144.9438092 -37.79815174)
Post May 16,X000945,APPROVED,,South Yarra,860,120W-126W Toorak Road SOUTH YARRA VIC 3141,109515,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,"1,021",0,0,0,0,28,15,TP-2013-1054,144.9829333,-37.8375043,POINT (144.98293330000004 -37.8375043)
Post May 16,X001241,APPROVED,,Port Melbourne,777,310-324 Ingles Street PORT MELBOURNE VIC 3207,110580,,,,,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6,865",0,4100,0,0,0,0,0,0,99,0,TP-2015-578,144.9370382,-37.82484649,POINT (144.9370382 -37.82484649)
Post May 16,X001055,APPROVED,,Docklands,"1,106",646-666 Flinders Street DOCKLANDS VIC 3008,692622,,,,,40,775,4,280,476,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TPM-2015-20,144.9528362,-37.82121892,POINT (144.9528362 -37.82121892)
